code,parent,urn,name#ca,name#es,name#en,description#ca,description#es,description#en
20030101_07040_D05_S034,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S034,"Districte D05, Secció S034 - Palma","Distrito D05, Sección S034 - Palma","District D05, Section S034 - Palma",,,
20030101_07040_D05_S035,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S035,"Districte D05, Secció S035 - Palma","Distrito D05, Sección S035 - Palma","District D05, Section S035 - Palma",,,
20030101_07040_D05_S036,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S036,"Districte D05, Secció S036 - Palma","Distrito D05, Sección S036 - Palma","District D05, Section S036 - Palma",,,
20030101_07040_D05_S037,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S037,"Districte D05, Secció S037 - Palma","Distrito D05, Sección S037 - Palma","District D05, Section S037 - Palma",,,
20030101_07040_D05_S038,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S038,"Districte D05, Secció S038 - Palma","Distrito D05, Sección S038 - Palma","District D05, Section S038 - Palma",,,
20030101_07040_D05_S039,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S039,"Districte D05, Secció S039 - Palma","Distrito D05, Sección S039 - Palma","District D05, Section S039 - Palma",,,
20030101_07040_D05_S040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S040,"Districte D05, Secció S040 - Palma","Distrito D05, Sección S040 - Palma","District D05, Section S040 - Palma",,,
20030101_07040_D05_S041,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S041,"Districte D05, Secció S041 - Palma","Distrito D05, Sección S041 - Palma","District D05, Section S041 - Palma",,,
20030101_07040_D05_S042,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S042,"Districte D05, Secció S042 - Palma","Distrito D05, Sección S042 - Palma","District D05, Section S042 - Palma",,,
20030101_07040_D05_S043,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S043,"Districte D05, Secció S043 - Palma","Distrito D05, Sección S043 - Palma","District D05, Section S043 - Palma",,,
20030101_07040_D05_S044,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S044,"Districte D05, Secció S044 - Palma","Distrito D05, Sección S044 - Palma","District D05, Section S044 - Palma",,,
20030101_07040_D05_S045,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S045,"Districte D05, Secció S045 - Palma","Distrito D05, Sección S045 - Palma","District D05, Section S045 - Palma",,,
20030101_07040_D05_S047,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S047,"Districte D05, Secció S047 - Palma","Distrito D05, Sección S047 - Palma","District D05, Section S047 - Palma",,,
20030101_07040_D05_S048,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S048,"Districte D05, Secció S048 - Palma","Distrito D05, Sección S048 - Palma","District D05, Section S048 - Palma",,,
20030101_07040_D05_S049,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S049,"Districte D05, Secció S049 - Palma","Distrito D05, Sección S049 - Palma","District D05, Section S049 - Palma",,,
20030101_07040_D05_S050,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S050,"Districte D05, Secció S050 - Palma","Distrito D05, Sección S050 - Palma","District D05, Section S050 - Palma",,,
20030101_07040_D05_S051,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S051,"Districte D05, Secció S051 - Palma","Distrito D05, Sección S051 - Palma","District D05, Section S051 - Palma",,,
20030101_07040_D05_S052,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S052,"Districte D05, Secció S052 - Palma","Distrito D05, Sección S052 - Palma","District D05, Section S052 - Palma",,,
20030101_07040_D05_S053,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_S053,"Districte D05, Secció S053 - Palma","Distrito D05, Sección S053 - Palma","District D05, Section S053 - Palma",,,
20030101_07040_D05_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D05_O,Resta de Districte D05 - Palma,Resto de Distrito D05 - Palma,Rest of District D05 - Palma,,,
07040_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040_O,Resta de Palma,Resto de Palma,Rest of Palma,,,
20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,Districte D06 - Palma,Distrito D06 - Palma,District D06 - Palma,,,
20030101_07040_D06_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S001,"Districte D06, Secció S001 - Palma","Distrito D06, Sección S001 - Palma","District D06, Section S001 - Palma",,,
20030101_07040_D06_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S002,"Districte D06, Secció S002 - Palma","Distrito D06, Sección S002 - Palma","District D06, Section S002 - Palma",,,
20030101_07040_D06_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S003,"Districte D06, Secció S003 - Palma","Distrito D06, Sección S003 - Palma","District D06, Section S003 - Palma",,,
20030101_07040_D06_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S004,"Districte D06, Secció S004 - Palma","Distrito D06, Sección S004 - Palma","District D06, Section S004 - Palma",,,
20030101_07040_D06_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S005,"Districte D06, Secció S005 - Palma","Distrito D06, Sección S005 - Palma","District D06, Section S005 - Palma",,,
20030101_07040_D06_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S006,"Districte D06, Secció S006 - Palma","Distrito D06, Sección S006 - Palma","District D06, Section S006 - Palma",,,
20030101_07040_D06_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S007,"Districte D06, Secció S007 - Palma","Distrito D06, Sección S007 - Palma","District D06, Section S007 - Palma",,,
20030101_07040_D06_S008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S008,"Districte D06, Secció S008 - Palma","Distrito D06, Sección S008 - Palma","District D06, Section S008 - Palma",,,
20030101_07040_D06_S009,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S009,"Districte D06, Secció S009 - Palma","Distrito D06, Sección S009 - Palma","District D06, Section S009 - Palma",,,
20030101_07040_D06_S010,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S010,"Districte D06, Secció S010 - Palma","Distrito D06, Sección S010 - Palma","District D06, Section S010 - Palma",,,
20030101_07040_D06_S011,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S011,"Districte D06, Secció S011 - Palma","Distrito D06, Sección S011 - Palma","District D06, Section S011 - Palma",,,
20030101_07040_D06_S012,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S012,"Districte D06, Secció S012 - Palma","Distrito D06, Sección S012 - Palma","District D06, Section S012 - Palma",,,
20030101_07040_D06_S013,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S013,"Districte D06, Secció S013 - Palma","Distrito D06, Sección S013 - Palma","District D06, Section S013 - Palma",,,
20030101_07040_D06_S014,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S014,"Districte D06, Secció S014 - Palma","Distrito D06, Sección S014 - Palma","District D06, Section S014 - Palma",,,
20030101_07040_D06_S015,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S015,"Districte D06, Secció S015 - Palma","Distrito D06, Sección S015 - Palma","District D06, Section S015 - Palma",,,
20030101_07040_D06_S016,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S016,"Districte D06, Secció S016 - Palma","Distrito D06, Sección S016 - Palma","District D06, Section S016 - Palma",,,
20030101_07040_D06_S017,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S017,"Districte D06, Secció S017 - Palma","Distrito D06, Sección S017 - Palma","District D06, Section S017 - Palma",,,
20030101_07040_D06_S018,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S018,"Districte D06, Secció S018 - Palma","Distrito D06, Sección S018 - Palma","District D06, Section S018 - Palma",,,
20030101_07040_D06_S019,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S019,"Districte D06, Secció S019 - Palma","Distrito D06, Sección S019 - Palma","District D06, Section S019 - Palma",,,
20030101_07040_D06_S020,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S020,"Districte D06, Secció S020 - Palma","Distrito D06, Sección S020 - Palma","District D06, Section S020 - Palma",,,
20030101_07040_D06_S021,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S021,"Districte D06, Secció S021 - Palma","Distrito D06, Sección S021 - Palma","District D06, Section S021 - Palma",,,
20030101_07040_D06_S022,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S022,"Districte D06, Secció S022 - Palma","Distrito D06, Sección S022 - Palma","District D06, Section S022 - Palma",,,
20030101_07040_D06_S023,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S023,"Districte D06, Secció S023 - Palma","Distrito D06, Sección S023 - Palma","District D06, Section S023 - Palma",,,
20030101_07040_D06_S024,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S024,"Districte D06, Secció S024 - Palma","Distrito D06, Sección S024 - Palma","District D06, Section S024 - Palma",,,
20030101_07040_D06_S025,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S025,"Districte D06, Secció S025 - Palma","Distrito D06, Sección S025 - Palma","District D06, Section S025 - Palma",,,
20030101_07040_D06_S026,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S026,"Districte D06, Secció S026 - Palma","Distrito D06, Sección S026 - Palma","District D06, Section S026 - Palma",,,
20030101_07040_D06_S027,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S027,"Districte D06, Secció S027 - Palma","Distrito D06, Sección S027 - Palma","District D06, Section S027 - Palma",,,
20030101_07040_D06_S028,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S028,"Districte D06, Secció S028 - Palma","Distrito D06, Sección S028 - Palma","District D06, Section S028 - Palma",,,
20030101_07040_D06_S029,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_S029,"Districte D06, Secció S029 - Palma","Distrito D06, Sección S029 - Palma","District D06, Section S029 - Palma",,,
20030101_07040_D06_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D06_O,Resta de Districte D06 - Palma,Resto de Distrito D06 - Palma,Rest of District D06 - Palma,,,
20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).07040,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,Districte D07 - Palma,Distrito D07 - Palma,District D07 - Palma,,,
20030101_07040_D07_S001,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S001,"Districte D07, Secció S001 - Palma","Distrito D07, Sección S001 - Palma","District D07, Section S001 - Palma",,,
20030101_07040_D07_S002,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S002,"Districte D07, Secció S002 - Palma","Distrito D07, Sección S002 - Palma","District D07, Section S002 - Palma",,,
20030101_07040_D07_S003,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S003,"Districte D07, Secció S003 - Palma","Distrito D07, Sección S003 - Palma","District D07, Section S003 - Palma",,,
20030101_07040_D07_S004,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S004,"Districte D07, Secció S004 - Palma","Distrito D07, Sección S004 - Palma","District D07, Section S004 - Palma",,,
20030101_07040_D07_S005,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S005,"Districte D07, Secció S005 - Palma","Distrito D07, Sección S005 - Palma","District D07, Section S005 - Palma",,,
20030101_07040_D07_S006,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S006,"Districte D07, Secció S006 - Palma","Distrito D07, Sección S006 - Palma","District D07, Section S006 - Palma",,,
20030101_07040_D07_S007,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S007,"Districte D07, Secció S007 - Palma","Distrito D07, Sección S007 - Palma","District D07, Section S007 - Palma",,,
20030101_07040_D07_S008,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_S008,"Districte D07, Secció S008 - Palma","Distrito D07, Sección S008 - Palma","District D07, Section S008 - Palma",,,
20030101_07040_D07_O,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07,urn:sdmx:org.sdmx.infomodel.codelist.Code=IBESTAT:CL_AREA_ES53_DS_20030101(01.000).20030101_07040_D07_O,Resta de Districte D07 - Palma,Resto de Distrito D07 - Palma,Rest of District D07 - Palma,,,
